AN00,AN01,AN02,AN03,AN04,AN05,AN06,AN07,AN08,AN09,AN10,AN11,AN12,AN13,AN14,AN15,AN16,AN17,AN18,AN19,AN20,AN21,AN22,AN23,AN24,AN25,AN26,AN27,AN28,AN29,M00,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,BN00,BN01,BN02,BN03,BN04,BN05,BN06,BN07,BN08,BN09,BN10,BN11,BN12,BN13,BN14,BN15,BN16,BN17,BN18,BN19,BN20,BN21,BN22,BN23,BN24,BN25,BN26,BN27,BN28,BN29,Detector,sm,ADCSUM,MXmax,MXavg,MXRatio,Amax,Aavg,ARatio,Bmax,Bavg,BRatio,Asum,MXsum,Bsum
10,12,11,14,12,13,18,29,20,20,18,14,15,13,13,13,16,13,16,13,13,12,15,13,15,15,15,13,14,13,13,24,24,26,25,18,25,33,29,23,19,17,19,20,14,16,15,15,16,14,16,15,17,18,15,18,16,16,18,18,16,38,40,33,27,23,19,18,18,17,14,14,13,13,17,15,13,12,13,13,14,13,14,13,13,14,10,14,16,17,232,7,1537,33,19.066666666666666,0.5777777777777777,29,14.7,0.506896551724138,40,17.466666666666665,0.43666666666666665,441,572,524
10,13,12,14,11,12,15,13,12,14,14,15,19,18,15,12,12,11,12,13,11,8,9,12,11,11,10,10,9,12,9,13,13,12,11,15,20,18,19,17,18,43,90,88,59,43,31,28,25,25,24,21,20,17,16,14,19,15,17,13,10,10,10,10,11,11,11,11,11,12,14,20,46,48,34,24,21,17,21,18,18,16,17,17,14,13,13,13,14,13,372,12,1661,90,25.766666666666666,0.28629629629629627,19,12.333333333333334,0.6491228070175439,48,17.266666666666666,0.3597222222222222,370,773,518
