AN00,AN01,AN02,AN03,AN04,AN05,AN06,AN07,AN08,AN09,AN10,AN11,AN12,AN13,AN14,AN15,AN16,AN17,AN18,AN19,AN20,AN21,AN22,AN23,AN24,AN25,AN26,AN27,AN28,AN29,M00,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,BN00,BN01,BN02,BN03,BN04,BN05,BN06,BN07,BN08,BN09,BN10,BN11,BN12,BN13,BN14,BN15,BN16,BN17,BN18,BN19,BN20,BN21,BN22,BN23,BN24,BN25,BN26,BN27,BN28,BN29,Detector,sm,ADCSUM,MXmax,MXavg,MXRatio,Amax,Aavg,ARatio,Bmax,Bavg,BRatio,Asum,MXsum,Bsum
10,9,9,11,10,13,11,10,11,9,9,7,10,10,12,9,12,13,15,19,18,16,16,16,13,12,14,11,11,12,11,7,9,8,11,12,9,10,11,9,10,11,11,9,11,10,13,30,62,74,56,38,28,24,21,20,18,17,17,16,9,9,10,11,8,12,10,10,11,12,10,7,11,10,10,13,9,9,9,13,31,68,64,42,27,23,19,19,16,16,94,3,1479,74,19.766666666666666,0.2671171171171171,19,11.933333333333334,0.6280701754385966,68,17.6,0.25882352941176473,358,593,528
10,12,10,9,12,8,10,12,10,9,11,9,8,9,6,9,13,11,22,43,43,34,27,21,18,15,13,14,14,14,37,98,149,146,103,69,52,42,37,30,30,27,25,24,23,24,19,19,20,16,17,17,17,18,14,14,15,12,12,12,12,9,11,8,9,10,8,11,11,13,11,9,12,10,10,11,19,33,35,27,19,17,15,17,13,12,14,12,13,11,94,3,2016,149,37.93333333333333,0.254586129753915,43,15.2,0.35348837209302325,35,14.066666666666666,0.4019047619047619,456,1138,422
33,58,47,33,25,23,31,35,28,21,19,19,18,17,17,15,16,16,13,15,13,14,14,11,12,11,12,15,13,12,17,26,23,20,16,22,44,56,45,35,38,36,33,28,28,26,24,26,26,26,19,19,20,19,15,16,17,13,12,13,8,8,7,11,9,9,12,13,12,13,13,16,19,17,15,15,21,24,34,40,33,28,20,17,15,15,14,14,14,14,258,8,1884,56,25.266666666666666,0.4511904761904762,58,20.866666666666667,0.35977011494252875,40,16.666666666666668,0.4166666666666667,626,758,500
16,17,15,12,12,12,12,9,12,11,12,10,10,11,9,10,9,10,12,11,10,11,11,11,11,10,11,10,7,10,46,79,60,38,26,25,25,24,20,18,20,18,18,16,17,14,14,17,13,12,13,13,11,12,13,11,12,9,11,10,21,35,28,25,18,26,31,30,27,24,27,28,24,23,20,21,20,17,16,17,14,16,13,15,13,12,13,9,14,9,259,8,1575,79,21.166666666666668,0.2679324894514768,17,11.133333333333333,0.6549019607843137,35,20.2,0.5771428571428571,334,635,606
34,54,40,32,25,22,21,18,17,17,18,17,12,11,13,12,14,12,12,13,14,12,12,12,13,10,10,10,11,12,18,30,26,20,19,19,20,21,28,33,39,33,33,32,26,22,20,18,17,17,14,17,15,15,13,15,12,12,11,12,7,9,9,7,8,11,12,10,10,15,22,23,31,30,25,21,22,24,27,35,35,31,23,20,19,15,17,17,14,15,262,8,1721,39,20.9,0.5358974358974359,54,17.666666666666668,0.3271604938271605,35,18.8,0.5371428571428571,530,627,564
14,17,14,14,13,10,12,13,9,11,11,12,10,12,10,11,12,10,11,11,11,12,9,10,10,11,11,12,11,10,41,74,59,44,36,32,31,24,24,27,27,27,24,19,17,20,21,23,21,21,19,16,16,12,14,15,11,13,12,13,20,32,27,20,23,20,21,18,21,22,27,25,23,23,21,20,31,39,33,27,25,21,17,18,13,15,15,14,13,15,276,9,1756,74,25.1,0.3391891891891892,17,11.466666666666667,0.6745098039215687,39,21.966666666666665,0.5632478632478632,344,753,659
12,9,10,8,12,10,12,19,25,25,31,29,31,32,39,74,81,60,41,31,27,26,22,21,21,19,17,16,16,17,12,10,9,10,9,11,9,11,9,8,9,13,11,16,40,139,163,117,78,55,45,37,34,31,28,25,23,23,25,20,11,11,10,12,11,12,10,8,9,10,9,9,12,13,10,18,23,20,18,17,17,16,13,13,15,13,11,11,12,11,289,9,2208,163,34.333333333333336,0.21063394683026587,81,26.433333333333334,0.3263374485596708,23,12.833333333333334,0.5579710144927537,793,1030,385
23,49,43,29,19,18,13,17,14,15,13,12,13,13,12,11,11,11,11,11,12,9,10,11,11,11,11,8,12,13,21,42,48,40,26,23,20,19,17,15,14,14,12,15,13,13,12,13,12,13,10,11,11,11,12,12,10,10,10,10,10,14,19,19,18,28,37,35,28,23,16,16,14,16,14,14,14,14,10,14,13,11,11,9,12,12,12,9,11,12,290,9,1460,48,16.966666666666665,0.3534722222222222,49,15.533333333333333,0.31700680272108844,37,16.166666666666668,0.43693693693693697,466,509,485
11,10,11,10,11,11,7,9,14,28,53,59,43,31,24,19,18,16,16,17,16,17,13,14,14,14,15,14,10,12,12,46,64,51,35,25,21,20,18,15,18,16,16,16,15,14,14,13,11,11,11,11,12,9,12,12,12,11,10,8,15,31,35,35,31,24,19,17,15,16,13,12,14,11,13,13,13,12,12,12,12,13,11,10,10,11,11,10,11,11,291,9,1589,64,18.633333333333333,0.2911458333333333,59,18.566666666666666,0.31468926553672316,35,15.766666666666667,0.4504761904761905,557,559,473
11,11,13,10,13,11,14,12,12,13,9,13,12,17,16,18,13,12,12,10,11,10,13,13,10,12,10,13,11,11,17,19,19,20,38,51,41,32,24,23,19,19,22,28,27,27,24,19,18,19,17,18,14,14,13,16,15,10,12,15,15,17,17,17,18,20,15,14,14,13,10,12,13,14,12,13,10,11,13,10,10,13,12,9,9,11,10,10,9,11,316,10,1398,51,21.666666666666668,0.4248366013071896,18,12.2,0.6777777777777777,20,12.733333333333333,0.6366666666666666,366,650,382
8,10,9,12,8,12,10,10,10,8,10,10,11,10,11,8,13,10,14,21,29,25,18,15,15,15,14,13,12,12,12,12,11,9,10,9,13,7,11,10,13,13,15,24,28,24,23,23,29,62,85,68,45,35,29,24,22,20,19,18,8,8,12,11,11,15,15,16,12,12,18,25,31,52,58,44,33,28,23,26,27,25,21,18,17,15,14,16,14,13,342,11,1744,85,24.1,0.2835294117647059,29,12.766666666666667,0.4402298850574713,58,21.266666666666666,0.36666666666666664,383,723,638
11,8,11,9,10,10,9,11,10,10,13,10,12,12,7,10,11,12,14,25,40,36,27,22,17,16,15,13,12,13,10,12,10,9,12,11,10,11,12,28,72,122,135,116,97,81,73,60,50,42,39,33,32,26,26,25,21,23,22,22,10,9,11,10,10,10,10,12,11,11,10,11,9,10,8,10,22,84,153,132,87,59,45,36,32,31,26,24,25,23,129,4,2619,135,41.4,0.30666666666666664,40,14.533333333333333,0.36333333333333334,153,31.366666666666667,0.20501089324618738,436,1242,941
10,9,11,11,10,9,11,9,8,10,9,11,10,11,10,11,12,9,9,22,62,86,72,53,41,31,25,25,22,19,7,11,10,12,12,12,12,11,11,21,54,118,159,175,192,230,271,276,276,310,361,312,222,161,124,105,94,83,75,68,10,9,8,8,10,11,9,9,12,12,12,11,10,10,9,10,15,29,85,118,94,64,45,33,30,27,22,24,20,20,129,4,5219,361,126.16666666666667,0.3494921514312096,86,21.6,0.25116279069767444,118,26.2,0.22203389830508474,648,3785,786
9,11,11,8,10,9,11,10,10,9,11,10,8,10,9,11,10,9,11,11,23,46,50,36,29,23,20,19,16,16,11,8,9,13,10,11,8,9,11,10,11,15,18,18,24,35,50,76,135,311,521,479,314,204,146,117,102,87,78,73,10,10,11,8,11,10,13,12,12,10,8,9,11,8,9,10,13,15,33,72,84,62,46,35,26,25,20,19,18,18,129,4,4038,521,97.13333333333334,0.18643634037108126,50,15.866666666666667,0.31733333333333336,84,21.6,0.2571428571428572,476,2914,648
16,23,22,32,29,26,23,32,30,29,24,22,21,19,20,23,24,22,23,22,23,22,19,15,16,15,14,15,14,12,11,9,12,13,13,10,13,15,17,16,18,14,16,17,18,25,31,33,48,67,81,85,70,55,44,35,31,28,23,22,9,11,9,10,11,8,10,10,10,9,11,9,8,11,10,11,9,13,18,22,32,38,32,28,21,19,18,14,15,13,133,4,1986,85,29.666666666666668,0.3490196078431373,32,21.566666666666666,0.6739583333333333,38,14.966666666666667,0.393859649122807,647,890,449
15,17,14,15,12,11,10,11,9,10,10,11,12,11,10,10,8,11,8,9,10,9,11,10,11,11,8,10,9,11,32,54,52,42,33,25,22,21,21,21,22,19,19,17,16,16,17,16,19,14,14,12,13,12,9,11,13,12,12,12,13,17,16,17,17,16,14,14,17,16,17,16,18,14,18,19,29,38,34,33,30,23,18,18,18,15,15,16,15,14,134,4,1517,54,20.6,0.38148148148148153,17,10.8,0.6352941176470589,38,19.166666666666668,0.5043859649122807,324,618,575
21,28,29,20,18,16,17,14,14,16,14,13,12,11,11,14,12,12,12,11,13,11,11,11,12,10,11,13,11,12,14,18,16,16,17,17,21,27,24,23,30,27,25,26,25,21,21,18,16,13,15,15,13,14,12,12,12,12,14,15,10,9,11,10,11,10,11,12,11,11,15,18,17,20,18,20,20,21,21,19,17,17,17,15,13,10,14,13,11,12,353,11,1413,30,18.3,0.61,29,14.333333333333334,0.4942528735632184,21,14.466666666666667,0.6888888888888889,430,549,434
13,21,21,15,13,13,12,13,12,12,12,11,11,14,12,11,14,12,11,13,12,11,14,12,10,10,8,10,11,13,28,62,56,38,35,36,38,34,27,24,28,29,29,26,24,27,31,39,31,28,28,29,27,23,23,21,17,17,17,14,14,19,15,12,14,14,17,15,11,13,16,12,14,16,13,15,18,23,21,17,20,19,17,16,17,13,12,13,12,13,391,13,1724,62,29.533333333333335,0.4763440860215054,21,12.566666666666666,0.5984126984126984,23,15.366666666666667,0.6681159420289855,377,886,461
13,24,26,22,21,19,19,25,26,25,19,20,21,19,17,18,14,18,28,24,21,17,13,16,14,17,14,13,13,11,12,18,18,18,19,19,23,33,34,31,25,27,33,35,28,26,23,58,108,94,67,50,37,33,29,23,25,24,23,22,8,11,12,11,9,9,10,11,13,10,10,11,12,10,11,11,12,17,23,19,18,15,15,14,14,13,13,10,10,12,392,13,1956,108,33.833333333333336,0.3132716049382716,28,18.9,0.6749999999999999,23,12.466666666666667,0.5420289855072464,567,1015,374
18,36,44,44,54,55,44,41,32,30,25,27,26,22,20,18,22,18,17,17,20,17,20,16,14,12,14,14,13,12,14,21,23,26,34,45,39,38,30,30,28,31,26,25,28,30,39,41,36,38,59,56,38,32,28,22,24,19,18,19,9,10,11,12,12,9,13,13,11,9,9,13,10,14,14,11,16,16,17,17,25,25,18,17,14,11,14,11,11,12,468,15,2103,59,31.233333333333334,0.5293785310734463,55,25.4,0.4618181818181818,25,13.466666666666667,0.5386666666666666,762,937,404
12,19,15,15,14,14,12,12,12,13,11,12,9,12,9,11,11,10,11,9,12,10,10,10,10,9,9,10,10,10,17,27,31,35,32,27,28,25,23,24,22,23,20,20,27,27,22,21,18,15,18,15,16,14,16,13,12,13,13,13,10,12,14,16,15,14,12,14,13,15,16,15,16,15,27,32,29,25,23,19,21,17,20,17,15,14,15,13,13,15,469,15,1482,35,20.9,0.5971428571428571,19,11.433333333333334,0.6017543859649123,32,17.066666666666666,0.5333333333333333,343,627,512
17,22,23,23,19,19,16,15,14,16,17,16,15,11,13,12,13,14,10,11,14,12,10,13,12,12,10,12,12,11,13,21,23,20,18,20,22,20,21,25,30,35,32,26,24,22,22,23,24,30,43,40,31,22,20,18,18,15,14,13,11,9,10,12,9,13,9,9,11,12,12,13,11,12,14,9,12,11,14,16,29,26,22,17,15,13,12,14,13,12,471,15,1541,43,23.5,0.5465116279069767,23,14.466666666666667,0.6289855072463768,29,13.4,0.4620689655172414,434,705,402
22,38,37,28,22,21,16,15,15,16,14,11,13,13,13,12,14,12,10,10,11,9,9,10,12,13,12,10,9,12,13,18,19,20,21,25,21,21,21,22,20,20,16,17,15,15,13,15,14,13,15,15,11,11,11,13,10,11,10,9,10,9,11,10,12,12,11,12,16,18,26,28,28,22,22,18,19,20,16,15,13,12,13,11,13,13,10,13,10,12,90,3,1389,25,15.833333333333334,0.6333333333333333,38,15.3,0.40263157894736845,28,15.166666666666666,0.5416666666666666,459,475,455
17,30,28,24,20,17,15,12,14,14,13,13,12,12,9,14,9,9,11,9,10,13,12,12,10,10,10,11,10,11,14,23,27,28,30,25,24,21,15,19,13,15,14,14,15,12,13,13,12,11,12,13,13,12,10,12,13,11,10,11,10,11,11,15,14,15,17,20,26,24,27,27,21,18,15,11,14,13,14,12,12,12,13,11,10,12,13,10,12,13,91,3,1339,30,15.833333333333334,0.5277777777777778,30,13.7,0.45666666666666667,27,15.1,0.5592592592592592,411,475,453
11,10,10,10,10,9,12,11,11,9,10,12,8,11,12,13,19,29,49,55,45,36,26,24,19,17,18,19,14,14,11,9,12,12,11,13,12,16,19,18,20,22,19,26,31,31,35,47,55,50,41,32,24,22,22,19,18,17,16,15,16,24,23,23,22,18,24,27,29,25,21,20,16,17,17,17,14,15,14,13,13,12,12,10,10,12,12,12,9,11,451,15,1756,55,23.166666666666668,0.42121212121212126,55,18.433333333333334,0.33515151515151514,29,16.933333333333334,0.5839080459770115,553,695,508
10,10,9,9,7,11,8,12,10,10,11,10,11,10,15,14,14,16,21,22,28,24,23,18,16,15,14,12,11,13,11,9,12,11,13,15,14,17,19,19,21,25,25,26,24,23,22,24,21,20,22,20,17,15,15,13,14,11,12,12,14,23,24,18,18,21,19,16,19,17,15,17,16,15,14,13,11,12,12,11,13,12,12,10,11,13,11,11,11,10,451,15,1375,26,17.4,0.6692307692307692,28,13.8,0.4928571428571429,24,14.633333333333333,0.6097222222222222,414,522,439
9,13,44,71,62,44,32,27,21,17,19,16,16,18,13,13,14,15,16,13,15,13,12,10,12,14,13,12,13,11,10,25,76,87,56,38,29,24,21,20,19,17,15,16,15,16,14,16,14,15,10,12,12,13,12,11,11,11,12,10,15,41,67,54,37,28,22,21,17,17,17,16,15,14,16,14,13,16,12,14,14,13,13,12,12,11,11,13,11,10,139,4,1861,87,21.9,0.2517241379310345,71,20.6,0.29014084507042254,67,19.533333333333335,0.291542288557214,618,657,586
14,21,26,23,19,13,13,15,15,17,17,14,12,12,11,10,13,11,12,12,12,12,13,12,10,11,10,8,11,13,10,14,17,47,57,46,38,32,30,26,23,22,20,21,19,23,30,35,35,33,27,23,21,19,17,15,16,16,16,14,11,12,16,18,29,39,49,58,46,32,26,23,20,19,16,18,15,16,17,13,14,14,14,13,13,12,14,12,14,11,440,14,1798,57,25.4,0.4456140350877193,26,13.733333333333333,0.5282051282051282,58,20.8,0.3586206896551724,412,762,624
9,9,9,9,11,10,12,10,10,11,15,21,16,16,13,13,13,12,12,10,11,11,11,10,12,10,11,7,12,10,11,10,10,11,8,9,9,10,9,16,59,109,90,62,45,32,28,25,21,21,21,19,18,21,18,19,16,17,15,14,10,9,10,8,10,10,13,10,9,11,24,38,30,24,19,18,15,14,14,14,14,12,12,10,15,11,14,11,11,12,273,9,1551,109,25.766666666666666,0.2363914373088685,21,11.533333333333333,0.5492063492063493,38,14.4,0.37894736842105264,346,773,432
10,11,15,25,25,21,18,18,17,19,17,22,22,21,26,28,26,25,25,26,19,20,18,15,16,15,15,10,14,13,14,20,16,19,14,20,37,35,32,25,22,23,30,51,65,62,45,38,39,39,32,29,26,22,21,20,22,19,19,15,9,9,11,9,10,9,9,11,9,8,11,9,15,19,23,34,49,51,43,43,34,30,25,21,17,20,18,16,15,15,208,6,2045,65,29.033333333333335,0.4466666666666667,28,19.066666666666666,0.680952380952381,51,20.066666666666666,0.3934640522875817,572,871,602
18,32,33,29,21,19,16,15,12,9,12,14,13,13,14,11,13,12,12,13,11,11,11,10,11,11,12,12,11,11,318,1023,1023,796,534,377,306,256,215,189,165,148,131,116,107,100,91,87,81,72,68,62,57,54,52,46,47,42,38,36,44,114,104,65,45,32,27,28,23,21,22,19,19,18,16,16,15,17,16,14,14,16,14,13,12,12,12,12,14,11,206,6,7884,1023,221.23333333333332,0.2162593678722711,33,14.733333333333333,0.44646464646464645,114,26.833333333333332,0.23538011695906433,442,6637,805
95,183,145,99,66,50,42,35,31,28,27,25,21,23,21,23,20,21,19,17,18,17,17,15,15,15,14,15,13,13,151,242,170,103,75,57,48,41,35,35,30,29,29,27,24,23,24,21,19,20,18,18,20,17,14,17,15,16,15,12,21,33,24,18,15,16,13,16,12,12,15,13,11,11,12,12,9,12,9,11,11,11,12,7,9,10,10,10,10,9,114,3,2902,242,45.5,0.18801652892561985,183,38.1,0.20819672131147543,33,13.133333333333333,0.397979797979798,1143,1365,394
18,27,19,18,16,15,12,14,14,13,11,11,11,12,11,10,12,10,10,13,11,10,10,11,10,10,13,8,9,10,10,11,9,10,13,11,27,166,350,325,235,173,119,90,74,64,57,53,49,44,44,39,39,33,32,31,31,26,25,25,10,9,12,8,9,11,17,77,194,191,142,107,77,56,47,42,35,34,31,29,27,27,24,24,24,22,19,21,19,19,114,3,3958,350,73.83333333333333,0.21095238095238095,27,12.633333333333333,0.4679012345679012,194,45.46666666666667,0.23436426116838488,379,2215,1364
10,10,11,6,9,10,19,97,218,198,135,96,69,57,43,42,35,34,31,32,27,26,27,24,22,21,19,19,21,19,10,11,9,12,10,10,19,113,257,241,173,122,88,67,56,48,43,38,36,34,33,30,28,30,26,24,23,23,20,22,9,8,7,10,10,10,18,67,118,98,65,47,38,30,25,25,23,22,20,19,19,17,17,18,19,16,15,13,14,13,114,3,3873,257,55.2,0.21478599221789885,218,46.233333333333334,0.21207951070336392,118,27.666666666666668,0.2344632768361582,1387,1656,830
10,6,9,8,8,9,9,17,22,17,15,14,11,13,14,11,10,12,10,14,12,9,11,13,9,10,13,10,11,10,11,11,10,11,31,212,428,442,305,199,141,108,90,77,69,65,59,53,50,47,42,41,37,35,34,33,29,27,28,24,9,12,11,10,16,85,192,178,122,87,63,49,41,35,33,31,29,28,26,23,22,21,23,20,21,19,17,17,18,15,114,3,4369,442,91.63333333333334,0.20731523378582203,22,11.566666666666666,0.5257575757575758,192,42.43333333333333,0.22100694444444444,347,2749,1273
12,10,9,11,29,132,198,146,98,64,48,43,34,32,32,30,29,24,24,22,21,19,21,20,18,16,16,17,15,17,8,9,12,14,25,160,322,311,216,146,107,80,68,56,51,47,43,42,38,34,33,32,33,28,30,26,23,21,19,21,9,8,11,11,20,105,202,166,110,77,56,45,39,34,32,32,26,26,25,23,23,21,20,19,22,15,16,16,14,13,114,3,4498,322,68.5,0.2127329192546584,198,40.233333333333334,0.2031986531986532,202,41.2,0.20396039603960398,1207,2055,1236
10,9,11,41,138,153,111,75,51,40,34,30,30,26,28,23,22,21,21,19,19,18,19,16,16,14,16,13,15,14,10,15,92,287,266,168,109,78,62,52,47,42,38,37,34,31,30,29,26,26,25,23,21,19,21,18,18,20,17,15,10,10,13,78,191,189,126,86,60,46,41,36,33,30,30,28,29,26,23,21,21,20,19,19,17,18,15,16,15,15,114,3,4010,287,55.86666666666667,0.19465737514518003,153,35.1,0.22941176470588237,191,42.7,0.22356020942408378,1053,1676,1281
36,66,52,36,28,22,20,18,16,16,15,16,14,15,14,11,13,12,13,14,11,13,12,12,12,11,11,13,11,10,41,64,49,38,27,21,20,20,17,17,16,14,12,12,16,15,14,13,13,12,11,12,13,11,12,10,12,12,11,10,15,27,31,31,29,23,14,16,15,15,14,14,12,12,13,11,12,12,10,11,13,11,13,13,11,11,11,11,13,11,139,4,1583,64,18.833333333333332,0.2942708333333333,66,18.766666666666666,0.28434343434343434,31,15.166666666666666,0.48924731182795694,563,565,455
10,12,9,9,10,9,14,9,10,9,10,10,19,59,87,69,47,36,30,20,22,20,17,18,17,17,15,15,14,15,11,10,13,10,10,10,9,10,10,12,8,9,10,10,10,10,8,11,18,31,72,105,83,52,39,29,25,23,22,18,10,9,11,8,9,10,9,10,11,9,10,17,27,27,26,20,16,14,14,13,12,11,14,12,11,13,13,9,12,12,140,4,1755,105,23.266666666666666,0.22158730158730158,87,21.933333333333334,0.2521072796934866,27,13.3,0.49259259259259264,658,698,399
10,9,8,10,11,9,8,9,12,9,10,10,12,11,8,14,16,31,34,26,23,17,15,15,14,13,14,14,12,12,8,11,10,8,10,10,9,9,10,11,10,10,11,10,10,10,13,30,57,50,34,26,20,16,20,17,15,14,13,15,7,11,10,11,10,9,11,11,9,11,10,10,11,10,10,20,41,44,32,24,22,15,17,16,15,11,11,11,13,12,144,4,1368,57,16.566666666666666,0.29064327485380115,34,13.866666666666667,0.40784313725490196,44,15.166666666666666,0.34469696969696967,416,497,455
19,22,23,21,19,16,19,22,20,20,18,15,14,16,19,17,14,14,13,15,13,12,11,14,13,11,13,14,13,8,12,14,12,12,13,12,15,23,24,23,24,23,20,37,55,48,37,31,28,24,20,24,19,20,17,15,15,15,14,15,11,10,8,9,10,11,10,10,13,10,11,12,12,14,21,20,16,15,16,15,13,17,15,15,16,14,12,11,11,11,169,5,1528,55,22.033333333333335,0.40060606060606063,23,15.933333333333334,0.6927536231884058,21,12.966666666666667,0.6174603174603175,478,661,389
