AN00,AN01,AN02,AN03,AN04,AN05,AN06,AN07,AN08,AN09,AN10,AN11,AN12,AN13,AN14,AN15,AN16,AN17,AN18,AN19,AN20,AN21,AN22,AN23,AN24,AN25,AN26,AN27,AN28,AN29,M00,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,BN00,BN01,BN02,BN03,BN04,BN05,BN06,BN07,BN08,BN09,BN10,BN11,BN12,BN13,BN14,BN15,BN16,BN17,BN18,BN19,BN20,BN21,BN22,BN23,BN24,BN25,BN26,BN27,BN28,BN29,Detector,sm,ADCSUM,MXmax,MXavg,MXRatio,Amax,Aavg,ARatio,Bmax,Bavg,BRatio,Asum,MXsum,Bsum
20,47,44,39,38,36,40,41,32,29,32,29,28,24,20,20,19,18,21,18,16,13,14,13,13,13,17,12,12,13,10,16,16,17,17,20,27,33,30,27,39,45,42,34,30,34,36,37,36,34,31,23,22,21,20,19,18,17,19,13,10,11,9,11,12,11,8,11,10,11,13,10,12,14,11,12,17,17,18,20,17,14,15,14,14,14,13,11,12,10,511,17,1896,45,26.1,0.5800000000000001,47,24.366666666666667,0.5184397163120568,20,12.733333333333333,0.6366666666666666,731,783,382
13,19,18,14,14,14,12,12,11,13,11,13,10,11,13,10,11,13,14,10,11,10,10,11,9,11,12,12,10,9,37,85,72,56,43,38,35,34,41,51,42,33,29,32,37,40,35,34,31,28,24,25,19,19,17,16,16,12,16,14,18,27,26,21,19,17,18,18,21,29,27,20,18,22,25,29,31,29,28,23,22,19,16,17,15,14,14,14,12,13,528,17,1994,85,33.7,0.39647058823529413,19,12.033333333333333,0.6333333333333333,31,20.733333333333334,0.6688172043010753,361,1011,622
17,19,22,17,15,11,17,19,16,15,11,11,12,13,13,14,15,12,13,13,14,14,14,12,13,14,13,14,14,12,30,53,49,34,26,26,37,52,50,38,35,31,29,29,32,38,37,37,40,43,44,38,34,29,28,27,23,26,30,29,13,15,13,15,12,12,11,16,14,14,13,12,15,13,14,13,15,16,18,18,22,18,15,18,16,15,15,18,19,16,529,17,1937,53,35.13333333333333,0.6628930817610063,22,14.3,0.65,22,15.133333333333333,0.6878787878787879,429,1054,454
15,28,27,32,36,50,51,51,36,30,24,21,23,21,18,18,15,16,18,17,17,14,11,14,13,13,14,14,12,11,10,12,15,16,26,34,40,36,28,27,27,33,40,33,28,26,27,26,23,20,19,20,16,15,15,14,15,15,12,13,11,10,12,10,8,10,11,10,11,11,13,16,16,14,16,17,23,29,27,25,20,22,20,17,18,16,12,11,14,13,6,0,1824,40,22.7,0.5675,51,22.666666666666668,0.4444444444444445,29,15.433333333333334,0.532183908045977,680,681,463
16,22,32,30,24,28,23,22,20,18,16,15,16,18,20,17,16,14,14,16,18,17,22,17,16,15,15,15,12,15,13,16,21,20,23,25,22,21,20,20,19,18,20,26,32,31,24,22,23,31,46,72,93,72,52,40,32,30,29,26,12,10,10,10,10,9,9,12,9,8,10,9,11,12,12,10,11,11,11,17,17,28,37,30,26,20,17,15,17,15,12,0,1933,93,31.3,0.3365591397849462,32,18.633333333333333,0.5822916666666667,37,14.5,0.3918918918918919,559,939,435
33,81,71,50,43,55,51,40,34,33,32,28,27,25,20,19,17,19,16,16,16,16,14,16,13,14,11,11,14,13,21,41,39,33,44,75,79,64,63,75,69,58,51,43,36,31,28,26,22,22,20,21,20,19,19,20,16,15,14,16,9,11,8,9,12,14,15,16,14,21,17,16,17,15,11,14,12,11,12,14,12,13,11,10,11,11,10,10,12,11,60,2,2327,79,36.666666666666664,0.4641350210970464,81,28.266666666666666,0.34897119341563787,21,12.633333333333333,0.6015873015873016,848,1100,379
13,22,23,18,18,17,20,15,14,15,15,14,14,14,13,10,11,12,12,11,12,11,12,12,9,10,11,10,13,11,13,22,19,19,26,38,32,25,26,31,43,42,33,29,23,21,19,16,17,17,14,12,12,13,13,14,12,16,10,13,10,11,12,12,13,10,9,9,12,14,17,20,14,16,14,10,12,11,10,10,9,9,9,10,8,11,12,11,10,14,63,2,1401,43,21.333333333333332,0.49612403100775193,23,13.733333333333333,0.5971014492753622,20,11.633333333333333,0.5816666666666667,412,640,349
13,16,15,14,11,11,15,12,9,10,10,9,9,10,9,11,11,11,11,11,10,9,8,10,9,11,10,11,13,11,33,81,74,50,43,40,37,40,35,32,28,27,22,21,19,18,19,18,18,17,14,14,14,15,13,16,12,12,14,15,13,24,23,18,20,22,29,38,35,37,33,32,26,26,34,41,36,30,31,32,31,27,25,25,22,20,19,16,17,16,65,2,1939,81,27.033333333333335,0.3337448559670782,16,11.0,0.6875,41,26.6,0.6487804878048781,330,811,798
10,11,22,65,180,231,177,127,92,70,57,48,40,37,36,32,30,31,28,25,23,25,22,20,20,18,18,18,17,17,9,9,11,22,78,147,184,197,189,160,124,99,78,69,57,50,43,41,39,34,35,33,28,30,26,27,23,22,21,21,10,11,10,9,12,19,27,34,52,61,69,77,88,106,98,79,66,59,55,46,37,35,30,27,26,25,24,20,22,19,120,4,4706,197,63.53333333333333,0.3225042301184433,231,51.56666666666667,0.22323232323232325,106,41.766666666666666,0.39402515723270437,1547,1906,1253
19,91,158,125,88,59,46,40,33,28,27,26,23,27,22,20,20,19,19,17,16,17,17,14,14,13,16,14,13,14,18,87,183,241,328,280,205,152,116,93,79,68,60,53,49,46,43,38,40,38,32,31,29,27,26,25,22,21,21,21,11,11,28,50,108,126,140,146,137,117,118,115,101,84,68,57,49,43,40,36,31,31,30,29,26,26,26,23,22,21,121,4,5377,328,82.4,0.25121951219512195,158,35.166666666666664,0.22257383966244723,146,61.666666666666664,0.4223744292237443,1055,2472,1850
11,10,10,11,12,16,19,19,17,19,21,25,30,32,33,41,53,88,117,109,98,94,71,54,44,35,32,29,28,28,30,106,111,91,105,159,159,131,123,112,108,105,102,99,91,88,90,101,106,90,79,67,59,48,42,39,36,33,31,30,81,344,335,230,176,171,150,116,96,84,73,64,61,53,50,44,43,39,38,32,34,29,27,28,27,24,22,22,18,20,270,9,6308,159,85.7,0.5389937106918239,117,40.2,0.3435897435897436,344,84.36666666666666,0.2452519379844961,1206,2571,2531
14,18,17,14,13,13,12,11,12,10,12,11,11,10,10,11,12,9,10,12,11,9,11,10,9,11,11,11,9,11,42,71,63,63,71,69,58,45,35,30,26,22,21,24,21,21,19,19,18,18,17,13,16,16,13,15,15,14,11,12,14,20,21,32,48,59,56,44,36,30,26,25,30,37,39,35,29,26,24,27,26,21,20,18,17,16,16,14,13,15,351,11,2077,71,29.933333333333334,0.4215962441314554,18,11.5,0.6388888888888888,59,27.8,0.4711864406779661,345,898,834
29,37,34,22,25,25,38,39,30,25,22,18,20,19,15,16,17,18,12,15,13,14,12,14,10,13,13,12,10,14,14,17,15,16,14,23,47,52,44,35,25,22,23,22,23,31,44,43,40,32,29,30,29,24,20,21,19,17,14,15,9,12,10,10,11,11,11,11,11,12,11,12,14,11,11,13,17,17,20,14,19,17,17,18,16,14,12,14,11,14,352,11,1801,52,26.666666666666668,0.5128205128205129,39,20.033333333333335,0.5136752136752137,20,13.333333333333334,0.6666666666666667,601,800,400
11,8,9,12,23,35,30,25,18,18,18,16,16,12,15,17,15,14,15,12,11,12,14,12,13,11,10,10,12,13,9,11,9,11,17,26,25,23,18,19,23,23,20,19,28,40,47,38,29,25,25,27,21,18,17,19,16,15,17,14,9,9,11,9,12,11,10,9,9,11,9,9,9,11,13,15,17,14,16,16,17,19,15,14,12,10,13,13,11,13,353,11,1472,47,21.633333333333333,0.4602836879432624,35,15.233333333333333,0.4352380952380952,19,12.2,0.6421052631578947,457,649,366
10,11,11,9,11,9,9,10,11,10,10,11,10,12,17,43,86,107,120,181,209,162,106,77,60,52,47,44,36,34,142,321,329,252,169,115,87,71,62,58,52,48,46,41,39,34,33,31,30,30,25,23,22,24,22,20,20,18,19,19,58,145,130,106,80,58,44,36,33,28,27,25,25,24,22,17,21,21,18,18,16,16,16,14,13,14,15,13,14,12,358,11,4806,329,73.4,0.2231003039513678,209,50.833333333333336,0.24322169059011164,145,35.96666666666667,0.24804597701149428,1525,2202,1079
12,20,18,12,15,12,12,13,12,10,11,12,10,9,10,11,11,10,11,11,11,10,9,10,11,10,12,10,12,9,20,74,173,272,298,235,153,103,82,66,59,51,49,44,43,36,37,34,33,29,28,28,25,23,21,20,19,23,19,18,43,136,156,134,111,83,60,46,38,35,33,30,28,28,25,24,21,23,18,19,18,18,19,16,16,16,17,14,12,15,358,11,3713,298,70.5,0.23657718120805368,20,11.533333333333333,0.5766666666666667,156,41.733333333333334,0.2675213675213675,346,2115,1252
18,36,30,23,17,15,14,16,15,13,12,11,13,14,12,9,11,13,12,15,11,9,11,11,11,10,10,10,11,11,26,71,95,82,55,40,33,28,23,23,22,19,21,19,19,15,17,16,16,16,12,13,13,11,11,13,12,11,12,11,12,15,11,13,9,8,9,10,10,11,10,11,11,9,11,11,9,8,10,11,9,10,9,11,10,10,11,7,8,10,387,12,1503,95,25.833333333333332,0.2719298245614035,36,14.133333333333333,0.3925925925925926,15,10.133333333333333,0.6755555555555556,424,775,304
10,12,11,13,11,12,12,12,19,36,48,38,28,25,20,20,17,16,14,15,16,15,15,14,12,10,13,14,12,13,11,10,10,10,13,9,9,8,14,21,44,55,55,45,35,27,24,20,19,17,18,15,14,12,16,13,11,12,14,10,11,10,10,10,10,9,12,11,9,13,9,15,28,48,45,32,28,21,20,16,16,15,16,12,14,11,13,12,12,11,388,12,1613,55,19.7,0.35818181818181816,48,17.433333333333334,0.36319444444444443,48,16.633333333333333,0.34652777777777777,523,591,499
17,31,33,26,24,19,16,15,18,12,15,13,12,13,10,13,14,11,11,8,8,11,11,11,12,10,9,9,8,11,9,12,9,9,6,9,9,13,10,12,8,11,14,13,16,20,19,22,27,40,41,34,27,20,17,18,13,15,14,13,9,12,16,30,33,27,21,19,16,14,17,14,11,10,13,12,11,12,9,11,12,12,11,11,11,10,8,12,9,10,388,12,1354,41,16.666666666666668,0.40650406504065045,33,14.366666666666667,0.4353535353535354,33,14.1,0.42727272727272725,431,500,423
19,35,31,22,22,20,19,16,18,15,15,15,13,13,11,15,15,11,11,11,11,12,8,10,10,11,13,12,10,11,23,45,38,39,42,56,54,44,35,36,32,25,22,23,20,19,17,17,17,18,14,15,14,13,15,14,14,10,13,13,7,14,13,11,15,18,21,20,19,24,21,18,18,13,12,11,13,11,12,11,11,10,11,10,12,12,13,13,12,11,420,14,1629,56,25.233333333333334,0.4505952380952381,35,15.166666666666666,0.4333333333333333,24,13.9,0.5791666666666667,455,757,417
23,37,32,29,29,29,24,22,20,20,21,18,17,15,16,14,14,15,15,17,12,12,11,12,12,10,13,10,8,12,15,17,18,20,29,29,27,27,30,36,39,37,30,33,33,25,30,34,33,33,35,32,26,21,21,17,18,17,18,14,11,10,11,9,13,11,12,12,11,12,13,14,13,13,15,14,15,20,21,25,33,33,26,21,20,14,17,14,12,14,421,14,1812,39,26.466666666666665,0.6786324786324786,37,17.966666666666665,0.48558558558558557,33,15.966666666666667,0.48383838383838385,539,794,479
20,39,41,31,40,50,49,42,34,31,26,28,28,26,23,22,23,21,18,22,19,15,15,16,17,15,13,13,14,14,8,12,10,11,18,24,24,21,22,21,20,27,33,31,29,36,41,46,61,67,59,49,36,30,27,24,23,17,18,20,8,10,11,10,9,10,11,11,11,7,11,11,12,11,11,13,14,20,25,29,27,24,22,17,16,14,15,12,12,12,422,14,2056,67,28.833333333333332,0.43034825870646765,50,25.5,0.51,29,14.2,0.4896551724137931,765,865,426
14,29,32,24,23,20,16,20,19,15,17,12,13,14,12,14,11,12,13,12,10,10,12,10,10,12,11,12,10,11,16,27,29,27,33,31,30,42,47,39,38,36,38,31,26,28,28,27,27,24,22,20,19,15,17,15,14,16,14,13,10,9,10,10,12,11,9,11,16,15,17,19,19,17,13,19,25,24,29,31,27,22,20,16,15,17,14,11,14,15,423,14,1736,47,26.3,0.5595744680851064,32,15.0,0.46875,31,16.566666666666666,0.5344086021505376,450,789,497
10,16,18,12,13,14,11,12,12,12,11,11,9,10,9,12,9,10,10,11,10,11,10,9,12,10,13,12,11,8,34,65,52,36,27,29,30,28,26,21,24,23,19,19,18,16,15,15,15,11,14,12,12,13,11,14,14,12,12,12,15,16,18,15,13,17,19,26,26,25,31,42,38,31,26,25,26,25,25,25,21,21,17,17,14,15,14,15,11,15,442,14,1631,65,21.633333333333333,0.33282051282051284,18,11.266666666666667,0.625925925925926,42,21.466666666666665,0.5111111111111111,338,649,644
18,26,26,27,29,35,38,32,27,24,22,16,20,19,17,18,16,16,15,12,11,14,12,13,11,13,11,11,13,10,12,12,17,17,21,33,34,38,36,36,36,34,34,32,33,30,33,41,44,37,31,26,22,19,18,18,16,18,15,16,9,11,11,10,10,10,10,11,10,12,10,11,10,12,13,16,19,34,42,36,34,31,24,22,19,15,16,15,15,15,443,14,1894,44,26.966666666666665,0.6128787878787878,38,19.066666666666666,0.5017543859649123,42,17.1,0.4071428571428572,572,809,513
12,18,16,12,11,11,11,9,10,12,11,11,10,10,10,10,10,10,10,10,9,11,8,11,10,10,11,10,8,10,41,92,74,48,35,31,32,26,24,20,21,20,13,15,16,16,16,14,15,16,10,16,10,13,12,13,11,13,14,11,30,61,52,36,28,24,25,25,23,25,21,16,18,19,15,15,16,15,13,14,11,12,13,13,13,14,13,11,12,11,443,14,1644,92,23.6,0.2565217391304348,18,10.733333333333333,0.5962962962962962,61,20.466666666666665,0.3355191256830601,322,708,614
20,26,27,22,17,14,14,15,15,14,12,13,12,12,12,11,12,13,13,11,11,11,11,8,12,12,12,11,9,12,23,32,32,29,25,24,24,21,23,23,20,19,24,23,24,26,23,22,21,18,16,17,13,18,16,15,13,12,12,11,11,12,13,12,10,12,11,13,12,13,14,15,16,17,18,22,21,22,20,17,18,17,19,18,16,13,14,10,12,13,72,2,1484,32,20.633333333333333,0.6447916666666667,27,13.8,0.5111111111111112,22,15.033333333333333,0.6833333333333333,414,619,451
71,91,66,47,68,78,58,44,37,32,34,32,30,26,23,23,21,20,21,19,18,19,16,16,15,15,14,15,14,15,28,37,30,28,66,86,67,43,39,42,45,58,58,53,42,37,37,35,36,36,34,31,24,24,21,20,21,17,17,17,10,11,9,10,12,14,11,10,13,9,13,13,13,13,15,15,16,15,19,17,20,16,14,14,13,12,13,11,12,12,72,2,2522,86,37.63333333333333,0.4375968992248062,91,33.266666666666666,0.36556776556776555,20,13.166666666666666,0.6583333333333333,998,1129,395
20,33,38,39,36,44,40,29,21,21,19,21,17,16,17,14,18,14,14,15,11,14,11,13,12,13,13,10,9,11,18,22,34,42,54,98,93,64,52,50,50,48,40,35,31,32,30,30,27,26,27,23,19,20,17,16,16,17,14,14,8,10,9,12,13,16,19,16,14,17,20,18,21,21,24,20,27,32,33,38,40,31,23,21,18,19,17,17,16,15,234,7,2267,98,35.3,0.36020408163265305,44,20.1,0.45681818181818185,40,20.166666666666668,0.5041666666666667,603,1059,605
23,62,81,82,72,57,45,34,28,26,23,20,20,19,18,18,16,15,17,15,13,16,14,15,14,14,13,14,15,14,23,59,105,179,247,213,156,112,86,71,61,50,46,41,40,36,34,32,28,27,26,23,25,23,23,21,21,17,19,17,9,14,32,83,105,85,61,47,39,31,28,24,24,20,22,18,19,17,18,18,15,15,16,12,16,14,14,12,16,12,235,7,3550,247,62.03333333333333,0.2511470985155196,82,27.766666666666666,0.3386178861788618,105,28.533333333333335,0.27174603174603174,833,1861,856
13,18,18,18,16,12,11,12,11,13,13,13,11,15,13,11,12,12,10,13,11,10,10,11,10,12,11,11,9,11,17,29,37,31,28,27,22,23,26,34,43,42,38,34,38,42,41,38,34,28,26,24,21,19,19,18,17,17,16,16,11,12,13,12,11,11,11,12,11,14,13,16,16,18,19,19,21,24,20,20,21,17,15,16,14,12,15,12,14,10,520,17,1666,43,28.166666666666668,0.6550387596899225,18,12.366666666666667,0.6870370370370371,24,15.0,0.625,371,845,450
14,20,21,15,16,14,13,12,11,12,14,12,12,13,12,10,14,9,11,9,8,12,11,9,9,10,10,8,8,11,19,38,38,32,27,21,19,20,19,20,20,19,20,24,30,30,24,19,19,17,14,15,14,13,14,14,12,15,11,11,12,13,14,12,13,13,9,12,13,12,14,16,19,30,39,41,37,30,23,23,23,20,17,16,15,13,13,15,14,15,528,17,1524,38,20.266666666666666,0.5333333333333333,21,12.0,0.5714285714285714,41,18.533333333333335,0.4520325203252033,360,608,556
36,65,71,103,85,56,40,32,29,27,24,24,23,21,19,19,20,18,17,16,14,17,16,14,14,10,15,12,14,13,85,208,183,116,79,59,49,42,36,33,33,28,27,25,22,23,24,20,20,21,20,16,17,18,15,14,13,15,14,11,13,15,16,23,19,16,15,13,11,11,14,10,12,7,12,11,8,13,11,11,13,12,11,11,10,10,9,10,11,10,10,0,2538,208,42.86666666666667,0.20608974358974358,103,29.466666666666665,0.286084142394822,23,12.266666666666667,0.5333333333333333,884,1286,368
19,29,31,22,20,20,18,17,15,14,12,12,15,11,13,12,12,13,9,11,8,11,13,10,12,12,12,9,8,11,11,17,22,27,28,32,38,46,45,46,54,142,241,213,160,134,130,124,142,153,174,188,156,115,89,73,62,57,53,47,8,11,8,10,11,9,9,11,10,8,9,11,11,11,11,11,9,9,12,14,15,18,14,16,11,14,11,11,11,11,525,17,3585,241,93.96666666666667,0.38990318118948825,31,14.366666666666667,0.46344086021505376,18,11.166666666666666,0.6203703703703703,431,2819,335
22,49,45,36,35,33,24,20,19,19,16,19,17,19,16,14,13,15,13,14,15,13,10,11,11,12,12,11,13,11,17,33,35,29,44,37,30,28,30,27,26,27,34,33,30,24,23,26,29,31,27,22,19,16,18,16,16,14,14,15,11,11,11,11,11,9,9,11,12,15,13,11,11,14,12,12,12,16,17,22,20,18,14,12,12,15,11,11,12,13,129,4,1736,44,25.666666666666668,0.5833333333333334,49,19.233333333333334,0.3925170068027211,22,12.966666666666667,0.5893939393939394,577,770,389
17,23,22,21,16,16,14,16,15,19,16,16,14,14,13,15,11,12,12,11,13,10,11,11,11,9,10,13,11,11,26,53,51,50,59,55,47,38,36,41,51,68,65,73,70,56,46,47,52,51,47,44,38,32,28,26,23,19,22,19,8,12,10,11,10,13,17,23,21,17,15,16,11,13,13,14,12,9,11,9,9,11,11,9,13,9,11,14,10,9,217,7,2127,73,44.43333333333333,0.608675799086758,23,14.1,0.6130434782608696,23,12.366666666666667,0.5376811594202898,423,1333,371
9,8,9,10,11,12,9,10,11,12,9,9,10,10,12,12,9,10,11,14,19,46,71,64,52,40,27,23,22,19,10,9,8,9,10,10,11,11,9,10,10,11,10,11,11,15,17,18,19,29,44,74,88,73,58,45,30,29,27,23,9,12,10,12,10,10,10,11,9,9,11,14,15,17,24,32,46,36,30,26,22,23,21,20,16,15,18,13,14,14,95,3,1858,88,24.633333333333333,0.2799242424242424,71,19.666666666666668,0.27699530516431925,46,17.633333333333333,0.3833333333333333,590,739,529
14,20,19,18,14,10,11,11,13,11,12,12,11,11,14,13,10,11,10,10,11,9,11,10,10,11,10,10,9,8,47,93,81,61,44,33,30,26,24,20,22,16,20,18,15,16,16,17,15,15,14,13,13,13,11,13,11,12,11,13,17,29,29,28,23,23,26,30,25,23,17,15,17,17,19,20,20,20,16,17,13,15,14,14,14,13,13,12,12,12,260,8,1670,93,25.1,0.2698924731182796,20,11.8,0.5900000000000001,30,18.766666666666666,0.6255555555555555,354,753,563
11,10,11,10,12,16,23,35,41,73,73,51,39,32,30,29,32,35,33,29,21,23,19,19,16,17,17,16,17,17,10,10,10,11,9,9,12,12,14,20,19,18,16,18,22,37,73,88,92,78,63,49,39,30,26,24,23,22,21,23,11,10,10,9,9,11,9,8,11,13,11,10,12,9,10,12,15,18,23,31,34,32,22,20,15,14,13,12,12,12,261,8,2143,92,29.933333333333334,0.3253623188405797,73,26.9,0.3684931506849315,34,14.6,0.4294117647058823,807,898,438
25,38,40,34,31,26,21,20,19,18,20,19,16,16,13,12,13,10,12,11,13,9,12,10,10,13,13,14,12,13,11,12,12,12,15,18,21,17,22,31,43,43,36,28,24,18,18,16,15,15,11,13,15,14,13,13,12,12,10,13,11,12,10,10,9,10,11,9,11,12,16,21,24,24,19,18,19,23,20,21,27,22,20,19,17,13,13,15,13,14,262,8,1569,43,18.433333333333334,0.4286821705426357,40,17.766666666666666,0.44416666666666665,27,16.1,0.5962962962962963,533,553,483
33,61,50,33,26,23,23,17,17,15,14,15,15,14,15,14,12,12,14,13,14,9,11,11,13,11,11,10,11,12,26,45,41,28,39,93,86,60,42,33,27,26,23,23,20,19,21,16,17,18,14,16,15,17,15,13,13,11,12,14,9,11,12,11,19,46,48,38,32,24,26,28,27,26,25,23,20,21,18,16,15,15,16,15,15,13,14,13,13,13,263,8,2014,93,28.1,0.30215053763440863,61,18.3,0.3,48,20.733333333333334,0.43194444444444446,549,843,622
11,14,14,17,17,13,15,13,13,16,21,17,17,18,13,14,12,12,12,14,9,13,11,10,12,9,12,12,10,10,21,26,27,34,36,37,33,28,28,93,216,210,143,94,70,58,52,51,48,43,39,34,33,28,30,28,24,23,23,21,10,10,13,17,14,15,16,15,18,73,199,204,134,87,64,54,47,46,50,48,44,35,33,28,26,25,24,23,24,20,288,9,3448,216,54.36666666666667,0.25169753086419755,21,13.366666666666667,0.6365079365079366,204,47.2,0.23137254901960785,401,1631,1416
20,41,41,34,32,30,28,32,28,25,24,23,22,31,33,27,22,20,19,18,16,14,15,14,12,12,16,15,12,13,14,20,24,21,21,23,28,33,28,30,27,23,32,76,89,65,49,40,34,30,25,24,23,22,22,17,18,17,17,14,10,10,9,9,10,9,12,11,11,12,12,11,11,14,19,16,15,14,13,8,13,13,8,10,12,10,9,11,13,13,289,9,1943,89,30.2,0.3393258426966292,41,22.966666666666665,0.5601626016260162,19,11.6,0.6105263157894737,689,906,348
23,33,36,33,31,30,21,20,18,21,26,22,22,20,19,20,20,18,17,19,16,15,16,13,14,12,15,12,12,12,12,18,19,19,21,21,18,16,17,22,25,25,23,24,24,25,30,35,38,36,31,29,26,21,19,16,16,16,16,15,9,10,9,13,9,7,8,10,9,10,11,12,11,9,12,11,12,13,11,13,16,12,12,13,12,12,10,11,12,12,290,9,1610,38,22.433333333333334,0.5903508771929825,36,20.2,0.5611111111111111,16,11.033333333333333,0.6895833333333333,606,673,331
10,9,10,10,10,7,9,11,8,12,10,11,13,11,17,16,19,20,21,17,15,12,14,12,11,13,12,12,11,13,9,6,10,10,8,12,19,48,124,336,454,366,259,179,137,110,92,85,77,67,61,55,53,47,44,42,39,36,35,31,40,71,67,47,31,28,21,22,19,18,16,16,16,15,15,12,12,14,14,15,12,12,12,11,12,11,11,14,13,11,515,17,3855,454,95.03333333333333,0.20932452276064611,21,12.533333333333333,0.5968253968253968,71,20.933333333333334,0.2948356807511737,376,2851,628
10,12,19,27,27,20,17,15,16,15,13,11,12,19,34,33,24,21,18,16,15,14,15,14,13,15,13,13,11,12,9,11,12,20,28,45,46,44,42,37,33,26,24,22,22,19,18,19,19,17,14,14,13,14,14,16,13,16,11,12,9,11,11,15,21,26,30,26,22,20,16,18,13,19,27,37,34,28,23,19,17,16,16,14,14,11,12,14,13,12,515,17,1728,46,21.666666666666668,0.4710144927536232,34,17.133333333333333,0.503921568627451,37,18.8,0.5081081081081081,514,650,564
9,11,10,9,11,10,14,11,7,11,10,11,13,9,10,12,14,14,17,13,12,13,10,11,10,11,11,12,13,10,46,74,55,38,29,23,20,18,20,16,16,16,17,14,14,15,12,13,12,10,13,13,13,11,13,11,12,12,11,11,40,66,53,36,28,21,19,17,18,17,15,14,16,14,15,12,14,12,12,14,11,11,12,10,12,12,11,12,11,10,515,17,1502,74,19.933333333333334,0.2693693693693694,17,11.3,0.6647058823529413,66,18.833333333333332,0.28535353535353536,339,598,565
12,19,20,18,24,25,21,17,15,15,11,13,15,12,12,12,12,11,12,9,13,10,10,12,12,10,11,9,12,10,16,29,32,52,116,114,79,59,47,38,30,26,26,24,23,21,19,21,19,16,16,18,14,17,17,14,16,13,15,12,8,12,12,15,21,21,19,16,13,11,14,12,11,11,11,11,10,8,10,13,12,12,13,11,9,11,10,10,10,11,148,4,1741,116,31.966666666666665,0.27557471264367817,25,13.8,0.552,21,12.266666666666667,0.5841269841269842,414,959,368
24,50,41,27,20,20,20,21,21,17,19,14,15,15,15,15,12,12,13,13,12,11,12,12,11,8,10,10,12,10,25,46,39,28,23,24,42,57,54,40,33,28,26,27,30,27,27,27,31,33,30,21,21,21,18,18,14,15,16,13,12,12,10,11,10,11,15,18,18,16,13,11,14,18,20,27,24,30,54,68,50,39,28,24,21,18,19,16,14,18,157,5,2025,57,28.466666666666665,0.49941520467836253,50,17.066666666666666,0.3413333333333333,68,21.966666666666665,0.3230392156862745,512,854,659
13,18,25,29,23,16,19,16,14,17,16,13,15,12,11,15,10,12,12,13,11,12,12,12,10,10,12,11,9,10,12,18,26,29,27,23,26,22,19,24,29,33,26,23,21,22,20,21,22,19,21,17,17,15,14,15,14,14,14,12,10,11,12,10,10,12,11,10,9,12,16,16,15,15,17,17,19,21,25,33,31,28,22,19,16,13,15,14,13,13,158,5,1528,33,20.5,0.6212121212121212,29,14.266666666666667,0.49195402298850577,33,16.166666666666668,0.48989898989898994,428,615,485
16,30,28,22,18,17,23,23,22,15,16,17,13,13,14,16,16,12,14,12,14,14,13,9,12,12,11,10,11,10,15,18,21,22,20,21,42,51,42,38,32,26,22,21,27,30,29,25,23,23,23,21,20,17,18,16,16,16,14,15,11,7,9,13,10,10,12,14,15,11,12,13,13,11,13,18,17,19,18,21,22,21,24,23,17,12,14,14,14,14,159,5,1639,51,24.133333333333333,0.47320261437908495,30,15.766666666666667,0.5255555555555556,24,14.733333333333333,0.6138888888888888,473,724,442
13,24,47,49,39,31,26,23,19,22,17,21,20,17,15,18,16,15,16,16,13,14,12,12,12,11,12,11,12,13,11,12,17,20,19,17,18,17,14,17,22,31,31,24,22,19,25,31,35,37,30,25,20,18,16,16,16,16,15,16,8,9,9,8,10,10,10,10,12,10,13,12,10,9,10,11,15,16,17,20,20,19,13,13,12,12,11,10,13,11,160,5,1576,37,20.9,0.5648648648648649,49,19.533333333333335,0.39863945578231297,20,12.1,0.605,586,627,363
15,32,30,26,22,25,23,22,25,33,33,30,22,20,20,24,35,37,31,27,23,21,18,17,13,14,17,14,14,14,12,10,11,12,13,11,10,14,17,23,24,21,18,17,20,50,111,137,112,88,72,57,48,39,32,27,28,26,24,23,11,11,11,10,11,10,8,11,9,10,11,11,12,11,10,13,21,18,20,19,18,16,15,14,12,11,12,12,13,12,161,5,2187,137,36.9,0.26934306569343064,37,23.233333333333334,0.627927927927928,21,12.766666666666667,0.607936507936508,697,1107,383
19,26,24,21,15,17,20,15,16,17,14,15,16,15,15,17,14,13,13,13,12,12,11,13,11,12,12,13,12,11,26,46,41,34,31,34,42,38,34,29,22,24,24,41,50,49,43,37,32,32,33,28,27,23,19,18,16,17,14,14,9,14,13,14,12,13,15,14,13,14,9,12,14,20,22,23,22,20,18,19,20,19,17,15,14,13,14,12,10,14,192,6,1830,50,30.6,0.612,26,15.133333333333333,0.582051282051282,23,15.266666666666667,0.663768115942029,454,918,458
13,14,12,11,15,28,37,37,32,30,23,20,15,17,16,13,13,16,13,14,16,12,13,15,14,12,10,13,12,13,32,39,32,27,80,241,330,297,264,224,164,119,94,81,71,66,61,57,54,50,47,43,37,36,33,32,32,29,28,25,15,16,14,18,58,150,186,159,138,114,88,67,55,49,46,41,41,43,44,47,41,35,31,25,27,27,23,22,21,20,193,6,4905,330,90.83333333333333,0.27525252525252525,37,17.3,0.46756756756756757,186,55.36666666666667,0.29767025089605736,519,2725,1661
