loss,accuracy,auc,val_loss,val_accuracy,val_auc
0.34946706891059875,0.8536628484725952,0.9235019683837891,0.2668244540691376,0.8892457485198975,0.9550079107284546
0.23849207162857056,0.9020291566848755,0.9636459350585938,0.2036675214767456,0.9175814390182495,0.9743618965148926
0.18522536754608154,0.9268783330917358,0.9779045581817627,0.16081400215625763,0.9379438161849976,0.9840178489685059
0.14894498884677887,0.9439863562583923,0.9850623607635498,0.1327013075351715,0.951052725315094,0.9887025356292725
0.12600213289260864,0.9534885883331299,0.9887565970420837,0.11577369272708893,0.9574480056762695,0.9903596639633179
0.1108427420258522,0.9596762657165527,0.9906377792358398,0.10303381085395813,0.9636632800102234,0.9927660226821899
0.10019087046384811,0.963635265827179,0.9919276237487793,0.09400174766778946,0.9659335017204285,0.9923881888389587
0.0920378789305687,0.9668344855308533,0.9927140474319458,0.08599115163087845,0.9694633483886719,0.9940541386604309
0.08564914762973785,0.9693630933761597,0.9933880567550659,0.08044145256280899,0.9706814885139465,0.9942177534103394
0.08066621422767639,0.970902681350708,0.993864119052887,0.0755850151181221,0.9725778698921204,0.994724452495575
0.07634071260690689,0.9726899266242981,0.9942744374275208,0.07136120647192001,0.9742667078971863,0.9952474236488342
0.07290896028280258,0.9739188551902771,0.9944915771484375,0.06775956600904465,0.9757201671600342,0.9957099556922913
0.06998206675052643,0.97516930103302,0.994828999042511,0.06513401120901108,0.9764399528503418,0.9957306981086731
0.0672278106212616,0.9758521914482117,0.9950358271598816,0.06292928010225296,0.9773397445678711,0.9957126379013062
0.06489983201026917,0.9768227338790894,0.9952574372291565,0.061042867600917816,0.9786824584007263,0.9960111379623413
0.0628361627459526,0.9774318337440491,0.9953969717025757,0.058684688061475754,0.978959321975708,0.9960627555847168
0.06118660420179367,0.9781423807144165,0.9954681992530823,0.0575130432844162,0.9793053865432739,0.996143102645874
0.0595054067671299,0.9786699414253235,0.995610237121582,0.05496006831526756,0.9799836874008179,0.9966080188751221
0.057958394289016724,0.9793851971626282,0.995724081993103,0.054262593388557434,0.9808003902435303,0.9966837167739868
0.056562721729278564,0.9798097014427185,0.9959127902984619,0.05340305715799332,0.980841875076294,0.9962878227233887
0.05536878854036331,0.9802895784378052,0.9959738850593567,0.051357708871364594,0.9816447496414185,0.9971005320549011
0.05415962636470795,0.9806463718414307,0.9959869980812073,0.050672899931669235,0.9820323586463928,0.996777355670929
0.053190555423498154,0.9809370636940002,0.9960996508598328,0.05030278116464615,0.9812018275260925,0.9963561296463013
0.051921017467975616,0.9816969037055969,0.996143102645874,0.05256577208638191,0.9807726740837097,0.9965841770172119
0.051172949373722076,0.9818476438522339,0.9962388873100281,0.04665128141641617,0.9839426279067993,0.9973472952842712
0.0500471405684948,0.9822644591331482,0.9963027238845825,0.046467240899801254,0.9831535816192627,0.9970589280128479
0.04945111274719238,0.982421338558197,0.9963164925575256,0.046704068779945374,0.9830982685089111,0.9970843195915222
0.04842953756451607,0.9828289151191711,0.9964076280593872,0.044310517609119415,0.984648585319519,0.9972823858261108
0.04791608452796936,0.982948899269104,0.9964070916175842,0.0440487377345562,0.9845240116119385,0.9971218705177307
0.0473303347826004,0.9831565022468567,0.9965066909790039,0.04513123631477356,0.983887255191803,0.9972144365310669
0.046303410083055496,0.9834733605384827,0.9965590238571167,0.04326820746064186,0.9846071004867554,0.9972903728485107
0.046020667999982834,0.9836333394050598,0.9966275691986084,0.043892428278923035,0.9841641187667847,0.9971487522125244
0.04527706652879715,0.9839178919792175,0.9966270327568054,0.04235882684588432,0.9848562479019165,0.9970152378082275
0.045012541115283966,0.9838840365409851,0.9966608881950378,0.04110359400510788,0.9853960871696472,0.9974027276039124
0.04411585256457329,0.9843085408210754,0.9967358112335205,0.03996841236948967,0.9858528971672058,0.9975606203079224
0.04350503534078598,0.9846946001052856,0.9967139959335327,0.04083000868558884,0.9854238033294678,0.9974621534347534
0.04313703998923302,0.9848007559776306,0.9968230128288269,0.04061628505587578,0.9856314063072205,0.9973509311676025
0.04266713559627533,0.98480224609375,0.9967625141143799,0.04236631095409393,0.9851192831993103,0.9971035122871399
0.04236402362585068,0.9850037693977356,0.9967730045318604,0.03913320600986481,0.986600399017334,0.9974161386489868
0.041795991361141205,0.9851514101028442,0.9967547655105591,0.038310423493385315,0.9864204525947571,0.997397780418396
0.04111265763640404,0.9853590726852417,0.9969729781150818,0.039128076285123825,0.9863235354423523,0.9973928332328796
0.04076923057436943,0.9855697751045227,0.9969204664230347,0.03813736140727997,0.9865034818649292,0.9972954392433167
0.0402870737016201,0.9857312440872192,0.9969268441200256,0.038210220634937286,0.9863512516021729,0.9971951246261597
0.040282949805259705,0.9856266975402832,0.9969359040260315,0.0374935157597065,0.9866142272949219,0.9973899722099304
0.03981224074959755,0.9858112335205078,0.9969831705093384,0.03698315471410751,0.9871679544448853,0.9975697994232178
0.03931843489408493,0.9860804080963135,0.9969770908355713,0.036637332290410995,0.98736172914505,0.9975804090499878
0.03896252065896988,0.986303448677063,0.9970110654830933,0.036245349794626236,0.9873063564300537,0.9976232051849365
0.0387144573032856,0.9862265586853027,0.9970672726631165,0.035684529691934586,0.9876801371574402,0.9977416396141052
0.03805942460894585,0.986461877822876,0.9971007108688354,0.035353999584913254,0.9878462553024292,0.9976377487182617
0.038010913878679276,0.9865157008171082,0.9971124529838562,0.03517463058233261,0.9876385927200317,0.9976142048835754
